日期,契約,商品名稱(契約名稱),到期月份(週別),交易人類別,前五大交易人買方數量,前五大交易人賣方數量,前十大交易人買方數量,前十大交易人賣方數量,全市場未沖銷部位數
20260924,LY,南電期貨,999912,0,782,1005,1102,1488,2034
20260924,LY,南電期貨,999912,1,513,1005,513,1488,2034
20260924,M1F,臺灣中型100期貨,202610,0,420,392,427,420,427
20260924,M1F,臺灣中型100期貨,202610,1,0,202,0,202,427
20260924,M1F,臺灣中型100期貨,999912,0,458,408,465,452,465
20260924,M1F,臺灣中型100期貨,999912,1,0,215,0,215,465
20260924,MB,敬鵬期貨,202610,0,73,98,95,121,125
20260924,MB,敬鵬期貨,202610,1,14,98,17,119,125
20260924,MB,敬鵬期貨,999912,0,74,100,96,123,128
20260924,MB,敬鵬期貨,999912,1,14,100,17,121,128
20260924,MJ,致茂期貨,202610,0,170,178,207,236,284
20260924,MJ,致茂期貨,202610,1,24,178,33,236,284
20260924,MJ,致茂期貨,999912,0,171,178,208,241,298
20260924,MJ,致茂期貨,999912,1,25,178,34,241,298
20260924,MK,美律期貨,202610,0,79,191,124,236,240
20260924,MK,美律期貨,202610,1,18,125,18,166,240
20260924,MK,美律期貨,999912,0,79,200,124,245,252
20260924,MK,美律期貨,999912,1,18,134,18,175,252
20260924,MQ,矽格期貨,202610,0,797,1276,1011,1650,1972
20260924,MQ,矽格期貨,202610,1,405,1276,454,1650,1972
20260924,MQ,矽格期貨,999912,0,805,1353,1034,1738,2069
20260924,MQ,矽格期貨,999912,1,413,1353,462,1738,2069
20260924,MV,百和期貨,202610,0,105,137,126,141,141
20260924,MV,百和期貨,202610,1,50,137,53,141,141
20260924,MV,百和期貨,999912,0,105,139,126,143,143
20260924,MV,百和期貨,999912,1,50,139,53,143,143
20260924,MY,精華期貨,202610,0,2,2,2,2,2
20260924,MY,精華期貨,202610,1,1,0,1,0,2
20260924,MY,精華期貨,999912,0,3,3,3,3,3
20260924,MY,精華期貨,999912,1,1,1,1,1,3
20260924,NA,穩懋期貨,202610,0,3021,5038,4065,5851,7199
20260924,NA,穩懋期貨,202610,1,0,5038,0,5634,7199
20260924,NA,穩懋期貨,999912,0,3210,5073,4254,5994,7471
20260924,NA,穩懋期貨,999912,1,0,5073,0,5879,7471
20260924,NB,璟德期貨,202610,0,16,16,16,16,16
20260924,NB,璟德期貨,202610,1,3,15,3,15,16
20260924,NB,璟德期貨,999912,0,16,17,17,17,17
20260924,NB,璟德期貨,999912,1,3,16,3,16,17
20260924,NC,順達期貨,202610,0,243,734,349,734,734
20260924,NC,順達期貨,202610,1,35,728,62,728,734
20260924,NC,順達期貨,999912,0,243,739,349,740,740
20260924,NC,順達期貨,999912,1,35,734,62,734,740
20260924,ND,威剛期貨,202610,0,202,316,271,400,2256
20260924,ND,威剛期貨,202610,1,80,127,121,175,2256
20260924,ND,威剛期貨,999912,0,889,1264,1218,1548,2365
20260924,ND,威剛期貨,999912,1,665,1032,665,1032,2365
20260924,NE,欣銓期貨,202610,0,1466,1798,1630,2384,2715
20260924,NE,欣銓期貨,202610,1,328,1798,370,2315,2715
20260924,NE,欣銓期貨,999912,0,1469,1809,1651,2403,2759
20260924,NE,欣銓期貨,999912,1,331,1809,366,2334,2759
20260924,NG,碩禾期貨,202610,0,221,314,297,370,407
20260924,NG,碩禾期貨,202610,1,46,314,64,332,407
20260924,NG,碩禾期貨,999912,0,221,314,297,370,412
20260924,NG,碩禾期貨,999912,1,46,314,64,332,412
20260924,NI,晟德期貨,202610,0,125,235,171,264,276
20260924,NI,晟德期貨,202610,1,68,190,81,201,276
20260924,NI,晟德期貨,999912,0,125,237,172,270,285
20260924,NI,晟德期貨,999912,1,68,203,81,203,285
20260924,NJ,榮剛期貨,202610,0,964,842,1001,979,1019
20260924,NJ,榮剛期貨,202610,1,0,842,16,979,1019
20260924,NJ,榮剛期貨,999912,0,1006,872,1049,1023,1076
20260924,NJ,榮剛期貨,999912,1,23,872,39,1023,1076
20260924,NL,世界期貨,202610,0,2084,2114,2294,2770,3304
20260924,NL,世界期貨,202610,1,1419,2114,1419,2770,3304
20260924,NL,世界期貨,999912,0,2118,2115,2328,2806,3388
20260924,NL,世界期貨,999912,1,1453,2115,1453,2806,3388
20260924,NO,中美晶期貨,202610,0,598,2128,859,2520,2664
20260924,NO,中美晶期貨,202610,1,134,2128,183,2520,2664
20260924,NO,中美晶期貨,999912,0,598,2178,859,2577,2765
20260924,NO,中美晶期貨,999912,1,134,2178,183,2577,2765
20260924,NQ,新普期貨,202610,0,11,13,13,13,13
20260924,NQ,新普期貨,202610,1,7,13,7,13,13
20260924,NQ,新普期貨,999912,0,15,17,17,17,17
20260924,NQ,新普期貨,999912,1,9,17,9,17,17
20260924,NS,頎邦期貨,202610,0,2859,6285,4252,8852,11510
20260924,NS,頎邦期貨,202610,1,0,6285,551,8852,11510
20260924,NS,頎邦期貨,999912,0,2859,6285,4301,8873,11681
20260924,NS,頎邦期貨,999912,1,0,6285,600,8873,11681
20260924,NU,網家期貨,202610,0,23,34,33,36,36
20260924,NU,網家期貨,202610,1,15,29,19,31,36
20260924,NU,網家期貨,999912,0,28,42,39,44,44
20260924,NU,網家期貨,999912,1,15,37,19,39,44
20260924,NV,元太期貨,202610,0,626,1325,789,1432,1461
20260924,NV,元太期貨,202610,1,438,1325,526,1432,1461
20260924,NV,元太期貨,999912,0,661,1366,824,1478,1525
20260924,NV,元太期貨,999912,1,438,1366,526,1478,1525
20260924,NW,群聯期貨,202610,0,718,1531,867,1684,1833
20260924,NW,群聯期貨,202610,1,476,1531,476,1664,1833
20260924,NW,群聯期貨,999912,0,724,1554,892,1753,1936
20260924,NW,群聯期貨,999912,1,436,1554,480,1753,1936
20260924,NY,元大台灣50ETF期貨,202610,0,19250,18489,22628,23222,27522
20260924,NY,元大台灣50ETF期貨,202610,1,19250,18489,22628,23222,27522
20260924,NY,元大台灣50ETF期貨,999912,0,19753,19563,23232,24404,28894
20260924,NY,元大台灣50ETF期貨,999912,1,19753,19563,23232,24404,28894
20260924,OA,富邦上証ETF期貨,202610,0,687,673,700,699,701
20260924,OA,富邦上証ETF期貨,202610,1,649,310,653,333,701
20260924,OA,富邦上証ETF期貨,999912,0,702,678,719,716,721
20260924,OA,富邦上証ETF期貨,999912,1,649,315,653,343,721
20260924,OB,元大上證50ETF期貨,202610,0,10,10,10,10,10
20260924,OB,元大上證50ETF期貨,202610,1,2,0,2,0,10
20260924,OB,元大上證50ETF期貨,999912,0,10,10,10,10,10
20260924,OB,元大上證50ETF期貨,999912,1,2,0,2,0,10
20260924,OD,為升期貨,202610,0,71,153,108,153,153
20260924,OD,為升期貨,202610,1,0,153,13,153,153
20260924,OD,為升期貨,999912,0,77,160,114,160,160
20260924,OD,為升期貨,999912,1,0,160,13,160,160
20260924,OE,彩晶期貨,202610,0,3489,7715,5160,7868,7943
20260924,OE,彩晶期貨,202610,1,2506,7715,3149,7781,7943
20260924,OE,彩晶期貨,999912,0,3489,7820,5191,8011,8126
20260924,OE,彩晶期貨,999912,1,2506,7740,3180,7882,8126
20260924,OH,胡連期貨,202610,0,40,49,55,62,68
20260924,OH,胡連期貨,202610,1,0,49,0,60,68
20260924,OH,胡連期貨,999912,0,40,49,55,62,68
20260924,OH,胡連期貨,999912,1,0,49,0,60,68
20260924,OJ,國泰中國A50ETF期貨,202610,0,56,89,70,89,89
20260924,OJ,國泰中國A50ETF期貨,202610,1,14,30,16,30,89
20260924,OJ,國泰中國A50ETF期貨,999912,0,67,98,83,107,107
20260924,OJ,國泰中國A50ETF期貨,999912,1,14,33,14,39,107
20260924,OK,富邦深100ETF期貨,202610,0,502,530,529,547,547
20260924,OK,富邦深100ETF期貨,202610,1,448,303,448,314,547
20260924,OK,富邦深100ETF期貨,999912,0,531,563,581,597,603
20260924,OK,富邦深100ETF期貨,999912,1,448,346,448,356,603
20260924,OL,小型大立光期貨,202610,0,2024,5280,2858,7137,9178
20260924,OL,小型大立光期貨,202610,1,1227,5280,1227,7137,9178
20260924,OL,小型大立光期貨,999912,0,2201,5797,3226,7656,9916
20260924,OL,小型大立光期貨,999912,1,1603,5797,1603,7656,9916
20260924,OM,小型精華期貨,202610,0,3,3,3,3,3
20260924,OM,小型精華期貨,202610,1,1,3,1,3,3
20260924,OM,小型精華期貨,999912,0,4,4,4,4,4
20260924,OM,小型精華期貨,999912,1,1,4,1,4,4
20260924,OO,群益深証中小ETF期貨,202610,0,34,36,36,36,36
20260924,OO,群益深証中小ETF期貨,202610,1,0,22,0,22,36
20260924,OO,群益深証中小ETF期貨,999912,0,52,55,56,56,56
20260924,OO,群益深証中小ETF期貨,999912,1,0,22,0,22,56
20260924,OP,智邦期貨,202610,0,208,396,283,506,544
20260924,OP,智邦期貨,202610,1,183,396,234,506,544
20260924,OP,智邦期貨,999912,0,213,396,291,507,556
20260924,OP,智邦期貨,999912,1,213,396,242,507,556
20260924,OQ,樺漢期貨,202610,0,121,151,140,170,171
20260924,OQ,樺漢期貨,202610,1,94,151,97,170,171
20260924,OQ,樺漢期貨,999912,0,121,154,140,173,175
20260924,OQ,樺漢期貨,999912,1,94,154,97,173,175
20260924,OR,和大期貨,202610,0,161,352,231,358,358
20260924,OR,和大期貨,202610,1,102,345,116,349,358
20260924,OR,和大期貨,999912,0,203,444,296,451,451
20260924,OR,和大期貨,999912,1,74,437,116,442,451
20260924,OS,榮成期貨,202610,0,436,522,502,580,584
20260924,OS,榮成期貨,202610,1,0,522,11,577,584
20260924,OS,榮成期貨,999912,0,439,526,508,584,590
20260924,OS,榮成期貨,999912,1,0,526,11,581,590
20260924,OT,聯亞期貨,202610,0,807,766,894,1054,1342
20260924,OT,聯亞期貨,202610,1,0,766,0,1054,1342
20260924,OT,聯亞期貨,999912,0,888,829,975,1123,1430
20260924,OT,聯亞期貨,999912,1,0,829,0,1123,1430
20260924,OU,同致期貨,202610,0,20,35,25,35,35
20260924,OU,同致期貨,202610,1,7,33,8,33,35
20260924,OU,同致期貨,999912,0,20,35,25,36,36
20260924,OU,同致期貨,999912,1,7,34,8,34,36
20260924,OV,台燿期貨,202610,0,1553,2177,1848,2984,3706
20260924,OV,台燿期貨,202610,1,311,2177,311,2984,3706
20260924,OV,台燿期貨,999912,0,1574,2177,1869,2984,3749
20260924,OV,台燿期貨,999912,1,332,2177,332,2984,3749
20260924,OW,環球晶期貨,202610,0,844,3141,1203,3356,3504
20260924,OW,環球晶期貨,202610,1,327,3141,620,3286,3504
20260924,OW,環球晶期貨,999912,0,845,3189,1204,3404,3561
20260924,OW,環球晶期貨,999912,1,328,3189,621,3334,3561
20260924,OX,精測期貨,202610,0,45,62,68,89,94
20260924,OX,精測期貨,202610,1,16,62,19,86,94
20260924,OX,精測期貨,999912,0,50,63,73,90,99
20260924,OX,精測期貨,999912,1,21,63,24,87,99
20260924,OY,小型精測期貨,202610,0,366,1520,526,1835,1982
20260924,OY,小型精測期貨,202610,1,154,1520,154,1790,1982
20260924,OY,小型精測期貨,999912,0,454,1692,639,2031,2182
20260924,OY,小型精測期貨,999912,1,220,1692,220,1986,2182
20260924,OZ,日月光投控期貨,202610,0,1450,2480,2063,3108,3857
20260924,OZ,日月光投控期貨,202610,1,1090,2480,1573,3108,3857
20260924,OZ,日月光投控期貨,999912,0,1495,2559,2155,3214,4062
20260924,OZ,日月光投控期貨,999912,1,1115,2559,1500,3214,4062
20260924,PA,原相期貨,202610,0,42,75,60,82,82
20260924,PA,原相期貨,202610,1,9,75,14,78,82
20260924,PA,原相期貨,999912,0,46,83,66,91,91
20260924,PA,原相期貨,999912,1,9,72,14,80,91
20260924,PB,小型環球晶期貨,202610,0,1433,7895,2161,10754,11930
20260924,PB,小型環球晶期貨,202610,1,998,5152,1297,7211,11930
20260924,PB,小型環球晶期貨,999912,0,1477,8679,2278,11617,12973
20260924,PB,小型環球晶期貨,999912,1,998,5096,1297,8034,12973
20260924,PC,智擎期貨,202610,0,10,10,10,10,10
20260924,PC,智擎期貨,202610,1,1,10,1,10,10
20260924,PC,智擎期貨,999912,0,18,17,18,18,18
20260924,PC,智擎期貨,999912,1,1,17,1,18,18
20260924,PD,泰博期貨,202610,0,1,1,1,1,1
20260924,PD,泰博期貨,202610,1,0,1,0,1,1
20260924,PD,泰博期貨,999912,0,1,1,1,1,1
20260924,PD,泰博期貨,999912,1,0,1,0,1,1
20260924,PE,台半期貨,202610,0,641,1731,804,1822,1843
20260924,PE,台半期貨,202610,1,481,1731,585,1817,1843
20260924,PE,台半期貨,999912,0,641,1733,804,1828,1861
20260924,PE,台半期貨,999912,1,481,1733,585,1828,1861
20260924,PF,元大高股息ETF期貨,202610,0,178,256,214,287,292
20260924,PF,元大高股息ETF期貨,202610,1,107,227,107,242,292
20260924,PF,元大高股息ETF期貨,999912,0,178,275,224,324,342
20260924,PF,元大高股息ETF期貨,999912,1,107,244,107,254,342
20260924,PG,台灣高鐵期貨,202610,0,49,65,64,70,70
20260924,PG,台灣高鐵期貨,202610,1,18,65,25,70,70
20260924,PG,台灣高鐵期貨,999912,0,49,65,66,77,77
20260924,PG,台灣高鐵期貨,999912,1,18,61,25,73,77
20260924,PH,祥碩期貨,202610,0,110,229,155,229,229
20260924,PH,祥碩期貨,202610,1,53,229,74,229,229
20260924,PH,祥碩期貨,999912,0,110,229,155,229,229
20260924,PH,祥碩期貨,999912,1,53,229,74,229,229
20260924,PI,力旺期貨,202610,0,36,49,47,57,57
20260924,PI,力旺期貨,202610,1,4,49,9,57,57
20260924,PI,力旺期貨,999912,0,36,49,47,57,57
20260924,PI,力旺期貨,999912,1,4,49,9,57,57
20260924,PJ,台光電期貨,202610,0,204,250,248,355,422
20260924,PJ,台光電期貨,202610,1,184,250,198,355,422
20260924,PJ,台光電期貨,999912,0,220,258,264,363,439
20260924,PJ,台光電期貨,999912,1,200,258,214,363,439
20260924,PK,信昌電期貨,202610,0,1402,4072,1779,4329,4368
20260924,PK,信昌電期貨,202610,1,0,4072,61,4321,4368
20260924,PK,信昌電期貨,999912,0,1402,4072,1802,4345,4421
20260924,PK,信昌電期貨,999912,1,0,4072,84,4345,4421
20260924,PL,合晶期貨,202610,0,3969,8729,4941,9651,10239
20260924,PL,合晶期貨,202610,1,261,8729,583,9491,10239
20260924,PL,合晶期貨,999912,0,4786,9718,5758,10650,11292
20260924,PL,合晶期貨,999912,1,1078,9718,1400,10490,11292
20260924,PM,大江期貨,202610,0,26,51,38,57,57
20260924,PM,大江期貨,202610,1,3,43,3,49,57
20260924,PM,大江期貨,999912,0,28,53,40,61,61
20260924,PM,大江期貨,999912,1,0,45,3,53,61
20260924,PN,小型祥碩期貨,202610,0,525,1502,708,1653,1814
20260924,PN,小型祥碩期貨,202610,1,382,483,382,574,1814
20260924,PN,小型祥碩期貨,999912,0,526,1512,720,1666,1847
20260924,PN,小型祥碩期貨,999912,1,383,492,383,583,1847
20260924,PP,宣德期貨,202610,0,18,28,25,30,30
20260924,PP,宣德期貨,202610,1,0,27,1,29,30
20260924,PP,宣德期貨,999912,0,20,30,27,32,32
20260924,PP,宣德期貨,999912,1,0,29,1,31,32
20260924,PQ,金居期貨,202610,0,1464,4453,1976,4524,4625
20260924,PQ,金居期貨,202610,1,613,4453,832,4503,4625
20260924,PQ,金居期貨,999912,0,1531,4858,2134,4935,5059
20260924,PQ,金居期貨,999912,1,636,4858,780,4923,5059
20260924,PR,宏捷科期貨,202610,0,115,176,154,262,294
20260924,PR,宏捷科期貨,202610,1,0,176,8,262,294
20260924,PR,宏捷科期貨,999912,0,131,202,172,288,321
20260924,PR,宏捷科期貨,999912,1,19,202,27,288,321
20260924,PS,神達期貨,202610,0,1884,2560,2185,2721,3870
20260924,PS,神達期貨,202610,1,1884,2560,2105,2594,3870
20260924,PS,神達期貨,999912,0,1984,3667,2590,3894,3971
20260924,PS,神達期貨,999912,1,1984,3667,2302,3767,3971
20260924,PT,雙鴻期貨,202610,0,1181,1099,1379,1329,1601
20260924,PT,雙鴻期貨,202610,1,83,1099,124,1329,1601
20260924,PT,雙鴻期貨,999912,0,1249,1171,1499,1417,1744
20260924,PT,雙鴻期貨,999912,1,83,1171,124,1417,1744
20260924,PU,小型聯發科期貨,202610,0,1532,8870,2280,10973,13427
20260924,PU,小型聯發科期貨,202610,1,811,8870,1011,10973,13427
20260924,PU,小型聯發科期貨,999912,0,1735,9711,2483,11866,14457
20260924,PU,小型聯發科期貨,999912,1,1014,9711,1214,11866,14457
20260924,PV,緯穎期貨,202610,0,776,723,1061,1062,1739
20260924,PV,緯穎期貨,202610,1,561,723,761,1062,1739
20260924,PV,緯穎期貨,999912,0,819,772,1235,1170,1749
20260924,PV,緯穎期貨,999912,1,604,659,967,1057,1749
20260924,PW,小型緯穎期貨,202610,0,5881,8840,7165,10952,13996
20260924,PW,小型緯穎期貨,202610,1,5389,7833,5639,9525,13996
20260924,PW,小型緯穎期貨,999912,0,5977,9418,7334,11640,14633
20260924,PW,小型緯穎期貨,999912,1,5482,8165,5734,9967,14633
20260924,PX,鈊象期貨,202610,0,62,122,84,124,124
20260924,PX,鈊象期貨,202610,1,20,122,25,124,124
20260924,PX,鈊象期貨,999912,0,64,125,87,128,128
20260924,PX,鈊象期貨,999912,1,15,125,25,128,128
20260924,PY,小型鈊象期貨,202610,0,631,1217,766,1602,1664
20260924,PY,小型鈊象期貨,202610,1,509,1217,509,1427,1664
20260924,PY,小型鈊象期貨,999912,0,633,1265,768,1655,1723
20260924,PY,小型鈊象期貨,999912,1,511,1265,511,1475,1723
20260924,PZ,信驊期貨,202610,0,5,5,5,5,5
20260924,PZ,信驊期貨,202610,1,1,5,1,5,5
20260924,PZ,信驊期貨,999912,0,5,5,5,5,5
20260924,PZ,信驊期貨,999912,1,1,5,1,5,5
20260924,QA,小型信驊期貨,202610,0,133,263,216,362,437
20260924,QA,小型信驊期貨,202610,1,0,263,0,362,437
20260924,QA,小型信驊期貨,999912,0,135,264,218,363,449
20260924,QA,小型信驊期貨,999912,1,0,264,0,363,449
20260924,QB,富采期貨,202610,0,261,1036,425,1089,1127
20260924,QB,富采期貨,202610,1,75,1036,145,1079,1127
20260924,QB,富采期貨,999912,0,311,1154,493,1223,1271
20260924,QB,富采期貨,999912,1,170,1154,213,1213,1271
20260924,QC,裕民期貨,202610,0,277,672,401,786,845
20260924,QC,裕民期貨,202610,1,114,672,114,786,845
20260924,QC,裕民期貨,999912,0,277,672,401,787,857
20260924,QC,裕民期貨,999912,1,114,672,114,787,857
20260924,QD,台勝科期貨,202610,0,699,1339,870,1435,1479
20260924,QD,台勝科期貨,202610,1,541,1339,569,1365,1479
20260924,QD,台勝科期貨,999912,0,699,1366,887,1462,1511
20260924,QD,台勝科期貨,999912,1,541,1366,569,1392,1511
20260924,QE,小型國巨期貨,202610,0,3827,17806,4419,19430,20640
20260924,QE,小型國巨期貨,202610,1,3141,17806,3263,19430,20640
20260924,QE,小型國巨期貨,999912,0,3860,18530,4452,20219,21720
20260924,QE,小型國巨期貨,999912,1,3174,18530,3296,20219,21720
20260924,QF,小型台積電期貨,202610,0,4503,41322,5937,45879,51738
20260924,QF,小型台積電期貨,202610,1,3114,38949,3394,42806,51738
20260924,QF,小型台積電期貨,999912,0,6617,64191,8615,69379,79723
20260924,QF,小型台積電期貨,999912,1,2336,61818,3116,66013,79723
20260924,QG,小型瑞昱期貨,202610,0,4268,4777,4470,5464,5712
20260924,QG,小型瑞昱期貨,202610,1,4268,3901,4321,4333,5712
20260924,QG,小型瑞昱期貨,999912,0,4416,4989,4618,5676,5957
20260924,QG,小型瑞昱期貨,999912,1,4416,3914,4469,4346,5957
20260924,QH,小型聯詠期貨,202610,0,1072,1886,1231,2350,2466
20260924,QH,小型聯詠期貨,202610,1,907,1157,907,1500,2466
20260924,QH,小型聯詠期貨,999912,0,1177,2084,1424,2686,2821
20260924,QH,小型聯詠期貨,999912,1,890,1355,979,1836,2821
20260924,QI,小型穩懋期貨,202610,0,5558,10416,6081,10989,11510
20260924,QI,小型穩懋期貨,202610,1,4651,8776,4888,9257,11510
20260924,QI,小型穩懋期貨,999912,0,5560,10639,6085,11212,11770
20260924,QI,小型穩懋期貨,999912,1,4653,8999,4890,9480,11770
20260924,QJ,小型玉晶光期貨,202610,0,2299,3375,2556,4299,5115
20260924,QJ,小型玉晶光期貨,202610,1,1051,2756,1179,3363,5115
20260924,QJ,小型玉晶光期貨,999912,0,2321,3513,2578,4442,5278
20260924,QJ,小型玉晶光期貨,999912,1,1073,2893,1201,3505,5278
20260924,QK,永豐餘期貨,202610,0,58,53,60,60,60
20260924,QK,永豐餘期貨,202610,1,14,53,14,57,60
20260924,QK,永豐餘期貨,999912,0,58,54,61,61,61
20260924,QK,永豐餘期貨,999912,1,14,54,14,58,61
20260924,QL,精材期貨,202610,0,2287,2818,2587,3572,4482
20260924,QL,精材期貨,202610,1,0,2818,0,3572,4482
20260924,QL,精材期貨,999912,0,2361,2931,2663,3688,4645
20260924,QL,精材期貨,999912,1,0,2931,46,3688,4645
20260924,QM,小型上銀期貨,202610,0,857,1317,979,1783,1859
20260924,QM,小型上銀期貨,202610,1,791,1317,791,1783,1859
20260924,QM,小型上銀期貨,999912,0,857,1322,979,1805,1920
20260924,QM,小型上銀期貨,999912,1,791,1322,791,1805,1920
20260924,QN,小型群聯期貨,202610,0,3720,10115,4765,11568,12728
20260924,QN,小型群聯期貨,202610,1,0,10115,0,11423,12728
20260924,QN,小型群聯期貨,999912,0,3721,10578,4766,12139,13417
20260924,QN,小型群聯期貨,999912,1,0,10578,0,11994,13417
20260924,QO,長興期貨,202610,0,560,1324,741,1402,1418
20260924,QO,長興期貨,202610,1,134,1324,249,1402,1418
20260924,QO,長興期貨,999912,0,561,1355,755,1444,1464
20260924,QO,長興期貨,999912,1,134,1355,262,1444,1464
20260924,QP,正隆期貨,202610,0,76,102,98,111,111
20260924,QP,正隆期貨,202610,1,7,102,15,108,111
20260924,QP,正隆期貨,999912,0,76,102,98,111,111
20260924,QP,正隆期貨,999912,1,7,102,15,108,111
20260924,QQ,僑威期貨,202610,0,128,163,151,168,168
20260924,QQ,僑威期貨,202610,1,128,45,137,48,168
20260924,QQ,僑威期貨,999912,0,128,163,151,168,168
20260924,QQ,僑威期貨,999912,1,128,45,137,48,168
20260924,QR,小型華碩期貨,202610,0,623,1411,876,1652,1726
20260924,QR,小型華碩期貨,202610,1,394,1411,564,1592,1726
20260924,QR,小型華碩期貨,999912,0,652,1450,917,1691,1801
20260924,QR,小型華碩期貨,999912,1,394,1450,576,1631,1801
20260924,QS,小型南電期貨,202610,0,1031,4104,1303,5539,6520
20260924,QS,小型南電期貨,202610,1,202,4104,202,5539,6520
20260924,QS,小型南電期貨,999912,0,1033,4233,1305,5687,6769
20260924,QS,小型南電期貨,999912,1,204,4233,204,5687,6769
20260924,QT,超豐期貨,202610,0,122,312,161,356,357
20260924,QT,超豐期貨,202610,1,97,312,97,354,357
20260924,QT,超豐期貨,999912,0,130,334,175,379,384
20260924,QT,超豐期貨,999912,1,117,334,117,379,384
20260924,QU,南茂期貨,202610,0,1168,1637,1444,2391,2976
20260924,QU,南茂期貨,202610,1,388,1637,450,2391,2976
20260924,QU,南茂期貨,999912,0,1241,1672,1521,2445,3115
20260924,QU,南茂期貨,999912,1,461,1672,527,2445,3115
20260924,QV,光罩期貨,202610,0,276,768,392,812,848
20260924,QV,光罩期貨,202610,1,117,757,185,785,848
20260924,QV,光罩期貨,999912,0,276,779,392,827,875
20260924,QV,光罩期貨,999912,1,117,768,185,796,875
20260924,QW,威盛期貨,202610,0,632,1214,857,1244,1256
20260924,QW,威盛期貨,202610,1,281,1214,450,1244,1256
20260924,QW,威盛期貨,999912,0,632,1228,858,1259,1279
20260924,QW,威盛期貨,999912,1,281,1228,451,1259,1279
20260924,QX,萬海期貨,202610,0,1302,2218,1614,3002,3517
20260924,QX,萬海期貨,202610,1,937,2218,1004,3002,3517
20260924,QX,萬海期貨,999912,0,1337,2219,1659,3005,3630
20260924,QX,萬海期貨,999912,1,943,2219,1010,3005,3630
20260924,QY,高端疫苗期貨,202610,0,437,477,505,583,616
20260924,QY,高端疫苗期貨,202610,1,57,431,57,453,616
20260924,QY,高端疫苗期貨,999912,0,437,504,518,610,647
20260924,QY,高端疫苗期貨,999912,1,57,458,57,480,647
20260924,QZ,力積電期貨,202610,0,10183,7963,11125,12987,17543
20260924,QZ,力積電期貨,202610,1,4218,7963,4565,12987,17543
20260924,QZ,力積電期貨,999912,0,10333,8174,11425,13397,18170
20260924,QZ,力積電期貨,999912,1,4368,8174,4715,13397,18170
20260924,RA,奇鋐期貨,202610,0,576,527,679,750,997
20260924,RA,奇鋐期貨,202610,1,469,442,491,665,997
20260924,RA,奇鋐期貨,999912,0,691,599,850,900,1207
20260924,RA,奇鋐期貨,999912,1,481,514,503,815,1207
20260924,RB,中磊期貨,202610,0,155,317,210,404,447
20260924,RB,中磊期貨,202610,1,0,317,0,404,447
20260924,RB,中磊期貨,999912,0,155,331,212,420,467
20260924,RB,中磊期貨,999912,1,0,331,0,420,467
20260924,RC,漢翔期貨,202610,0,480,1001,596,1096,1119
20260924,RC,漢翔期貨,202610,1,430,961,484,1022,1119
20260924,RC,漢翔期貨,999912,0,480,1071,618,1166,1196
20260924,RC,漢翔期貨,999912,1,430,1031,487,1092,1196
20260924,RD,中天期貨,202610,0,25,34,33,35,35
20260924,RD,中天期貨,202610,1,0,31,0,32,35
20260924,RD,中天期貨,999912,0,25,34,33,36,36
20260924,RD,中天期貨,999912,1,0,32,0,33,36
20260924,RE,新唐期貨,202610,0,834,1888,1000,2077,2197
20260924,RE,新唐期貨,202610,1,682,1888,682,2008,2197
20260924,RE,新唐期貨,999912,0,1002,2107,1217,2451,2596
20260924,RE,新唐期貨,999912,1,900,2107,959,2382,2596
20260924,RF,小型嘉澤期貨,202610,0,358,1225,533,1683,2038
20260924,RF,小型嘉澤期貨,202610,1,46,1102,46,1560,2038
20260924,RF,小型嘉澤期貨,999912,0,365,1257,540,1746,2135
20260924,RF,小型嘉澤期貨,999912,1,46,1134,46,1623,2135
20260924,RG,小型健策期貨,202610,0,866,1585,1136,2146,2764
20260924,RG,小型健策期貨,202610,1,169,1585,169,2146,2764
20260924,RG,小型健策期貨,999912,0,866,1632,1168,2194,2913
20260924,RG,小型健策期貨,999912,1,169,1632,246,2194,2913
20260924,RHF,美元兌人民幣期貨,202610,0,12,12,12,12,12
20260924,RHF,美元兌人民幣期貨,202610,1,12,0,12,0,12
20260924,RHF,美元兌人民幣期貨,999912,0,12,12,12,12,12
20260924,RHF,美元兌人民幣期貨,999912,1,12,0,12,0,12
20260924,RI,國泰永續高股息ETF期貨,202610,0,327,473,380,474,474
20260924,RI,國泰永續高股息ETF期貨,202610,1,124,457,124,457,474
20260924,RI,國泰永續高股息ETF期貨,999912,0,329,539,396,562,570
20260924,RI,國泰永續高股息ETF期貨,999912,1,124,508,124,510,570
20260924,RJ,大亞期貨,202610,0,98,124,121,159,174
20260924,RJ,大亞期貨,202610,1,43,124,43,149,174
20260924,RJ,大亞期貨,999912,0,127,166,154,201,216
20260924,RJ,大亞期貨,999912,1,43,166,43,191,216
20260924,RK,金像電期貨,202610,0,439,1002,678,1438,1797
20260924,RK,金像電期貨,202610,1,0,1002,49,1438,1797
20260924,RK,金像電期貨,999912,0,439,1016,678,1470,1863
20260924,RK,金像電期貨,999912,1,0,1016,49,1470,1863
20260924,RL,元晶期貨,202612,0,178,505,242,522,528
20260924,RL,元晶期貨,202612,1,57,326,57,329,528
20260924,RL,元晶期貨,999912,0,178,505,242,522,528
20260924,RL,元晶期貨,999912,1,57,326,57,329,528
20260924,RN,合一期貨,202610,0,76,125,104,126,126
20260924,RN,合一期貨,202610,1,0,123,0,124,126
